Method,AUC,FPR95,ACC_ALL,ACC_ID,ACC_OOD,ACC_HM,kp,kn,alpha,loss_pl,loss_simclr,OOD Detector
rosita_loss_txt,0.92479121,0.5995,0.7651,0.6458,0.9851,0.7801552271751794,3,10,0.5,1,0,maxlogit
rosita_loss_txt,0.910495565,0.8881,0.7385,0.6075,0.9973,0.7550595089730808,3,10,0.5,0,0,maxlogit
rosita_loss_cupl,0.91373182,0.8721,0.7795,0.6523,0.9948,0.787940064355534,3,10,0.5,1,0,maxlogit
rosita_loss_cupl,0.8931322799999999,0.9561,0.7502,0.6136,0.9979,0.7599273223704623,3,10,0.5,0,0,maxlogit
rosita_knn_txt,0.96571489,0.2092,0.7373,0.6661,0.982,0.7937748923002245,5,3,0.5,1,1,maxlogit
rosita_knn_txt,0.964224045,0.2192,0.7437,0.6699,0.9826,0.7966641331316188,5,1,0.5,1,1,maxlogit
rosita_knn_txt,0.9836644000000002,0.1167,0.7518,0.7139,0.9903,0.8296856824316395,4,7,0.5,1,1,maxlogit
rosita_knn_txt,0.96308843,0.2577,0.7336,0.6604,0.9827,0.7899398454141562,4,5,0.5,1,1,maxlogit
rosita_knn_txt,0.96649509,0.202,0.7386,0.6682,0.9811,0.7949687988843752,4,3,0.5,1,1,maxlogit
rosita_knn_txt,0.97764536,0.1828,0.7424,0.6954,0.9953,0.8187515466966344,4,10,0.5,1,1,maxlogit
rosita_knn_txt,0.96320623,0.2269,0.742,0.6668,0.9828,0.794533268671193,4,1,0.5,1,1,maxlogit
rosita_knn_txt,0.98634983,0.0994,0.7504,0.7153,0.9931,0.8316137087333177,3,7,0.5,1,1,maxlogit
rosita_knn_txt,0.96068146,0.2906,0.7314,0.6573,0.983,0.7878143022617815,3,5,0.5,1,1,maxlogit
rosita_knn_txt,0.96309374,0.2436,0.7363,0.6608,0.9819,0.7899671516405917,3,3,0.5,1,1,maxlogit
rosita_knn_txt,0.96280211,0.2363,0.7423,0.6644,0.9828,0.7928270033997087,3,1,0.5,1,1,maxlogit
rosita_knn_txt,0.960624865,0.2874,0.724,0.652,0.9839,0.7842811907818327,2,7,0.5,1,1,maxlogit
rosita_knn_txt,0.9617427,0.2878,0.7259,0.6558,0.9833,0.7868319687633457,2,5,0.5,1,1,maxlogit
rosita_knn_txt,0.96281416,0.2503,0.7312,0.6596,0.9801,0.7885271208147832,2,3,0.5,1,1,maxlogit
rosita_knn_txt,0.9876964,0.0923,0.7483,0.7164,0.992,0.8319700304378365,2,10,0.5,1,1,maxlogit
rosita_knn_txt,0.96042435,0.257,0.7409,0.6576,0.9827,0.7879333292690361,2,1,0.5,1,1,maxlogit
rosita_knn_txt,0.953473695,0.3457,0.7086,0.6435,0.977,0.7759327368096267,1,7,0.5,1,1,maxlogit
rosita_knn_txt,0.95281995,0.3445,0.7101,0.642,0.9775,0.7749984563136771,1,5,0.5,1,1,maxlogit
rosita_knn_txt,0.95011394,0.3726,0.7171,0.6408,0.9813,0.7753122988718328,1,3,0.5,1,1,maxlogit
rosita_knn_txt,0.94946371,0.3637,0.71,0.646,0.9784,0.7781905934498892,1,10,0.5,1,1,maxlogit
rosita_knn_txt,0.94827335,0.3754,0.7389,0.6628,0.9794,0.7905813177444891,1,1,0.5,1,1,maxlogit
